change_id,repo,agent,package,pinned_version,primary_label,accepted_by_variants
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#16::langchain-agentic-ai-sample/requirements.txt::python-dotenv::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,python-dotenv,1.1.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
vaishnavigar/Traffic-Detection-Model#2::requirements.txt::imgaug::add,vaishnavigar/Traffic-Detection-Model,devin,imgaug,0.4.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#17::langgraph-agentic-ai-sample/requirements.txt::langgraph::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,langgraph,0.4.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#17::langgraph-agentic-ai-sample/requirements.txt::langchain::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,langchain,0.3.25,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#17::langgraph-agentic-ai-sample/requirements.txt::langchain-openai::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,langchain-openai,0.3.18,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#17::langgraph-agentic-ai-sample/requirements.txt::streamlit::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,streamlit,1.45.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework#17::langgraph-agentic-ai-sample/requirements.txt::python-dotenv::add,Cognition-Partner-Workshops-mirror/ts-python-abinitio-etl-framework,devin,python-dotenv,1.1.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
dekatz/attendance-tracker#1::requirements.txt::pillow::version_change,dekatz/attendance-tracker,devin,pillow,12.2.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
Vaishnavi-D-Github/FIR-Crime-Detection#1::requirements.txt::flask::add,Vaishnavi-D-Github/FIR-Crime-Detection,devin,flask,3.1.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
nikitahotkolesnikov2022-cmd/voice-to-text-bot#1::requirements.txt::python-dotenv::add,nikitahotkolesnikov2022-cmd/voice-to-text-bot,devin,python-dotenv,1.0.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
amirhashmilive/LOKI-Windows-Agent#2::requirements.txt::pillow::add,amirhashmilive/LOKI-Windows-Agent,devin,Pillow,10.2.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Partner-Workshops/otterworks#324::services/search-service/requirements.txt::urllib3::version_change,Cognition-Partner-Workshops/otterworks,devin,urllib3,1.26.17,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Itsmesrinu/AI-POWERED-MEDICARE-CHATBOT#2::requirements.txt::langchain::version_change,Itsmesrinu/AI-POWERED-MEDICARE-CHATBOT,devin,langchain,0.3.30,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Itsmesrinu/AI-POWERED-MEDICARE-CHATBOT#2::requirements.txt::langchain-openai::add,Itsmesrinu/AI-POWERED-MEDICARE-CHATBOT,devin,langchain-openai,0.3.35,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Itsmesrinu/AI-POWERED-MEDICARE-CHATBOT#2::requirements.txt::langchain-text-splitters::version_change,Itsmesrinu/AI-POWERED-MEDICARE-CHATBOT,devin,langchain-text-splitters,0.3.11,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
sapnak617/Hackathon_InnoBors#2::requirements.txt::streamlit::add,sapnak617/Hackathon_InnoBors,devin,streamlit,1.43.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
sapnak617/Hackathon_InnoBors#2::requirements.txt::nltk::add,sapnak617/Hackathon_InnoBors,devin,nltk,3.9.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
cmangone8520/appSecPeerReviewer#1::requirements-extra.txt::requests::add,cmangone8520/appSecPeerReviewer,devin,requests,2.19.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
cmangone8520/appSecPeerReviewer#1::requirements-extra.txt::jinja2::add,cmangone8520/appSecPeerReviewer,devin,jinja2,2.10,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
cmangone8520/appSecPeerReviewer#1::requirements-extra.txt::pyyaml::add,cmangone8520/appSecPeerReviewer,devin,pyyaml,5.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Devin-Workshop-temp/timesheet-app#79::ml/requirements.txt::scikit-learn::add,Cognition-Devin-Workshop-temp/timesheet-app,devin,scikit-learn,1.4.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Cognition-Devin-Workshop-temp/timesheet-app#79::ml/requirements.txt::flask::add,Cognition-Devin-Workshop-temp/timesheet-app,devin,flask,3.0.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
telanganareporterbot/telanganareporters#8::keygenius-pro/backend/requirements.txt::lxml::add,telanganareporterbot/telanganareporters,devin,lxml,5.3.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
telanganareporterbot/telanganareporters#8::keygenius-pro/backend/requirements.txt::python-multipart::add,telanganareporterbot/telanganareporters,devin,python-multipart,0.0.20,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
JPL-Devin/venue-agent#1::requirements.txt::pytest::add,JPL-Devin/venue-agent,devin,pytest,9.0.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
LuaxY/superset#16::requirements/base.txt::cryptography::version_change,LuaxY/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
LuaxY/superset#16::requirements/development.txt::cryptography::version_change,LuaxY/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
tadashi0713/superset#1::requirements/base.txt::paramiko::version_change,tadashi0713/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
tadashi0713/superset#1::requirements/development.txt::paramiko::version_change,tadashi0713/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
heintztyler/superset-for-cog#9::requirements/base.txt::paramiko::version_change,heintztyler/superset-for-cog,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
heintztyler/superset-for-cog#9::requirements/development.txt::paramiko::version_change,heintztyler/superset-for-cog,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
Abhijit85/superset#47::requirements/base.txt::paramiko::version_change,Abhijit85/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
Abhijit85/superset#47::requirements/development.txt::paramiko::version_change,Abhijit85/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
ai4ai/superset#17::requirements/base.txt::paramiko::version_change,ai4ai/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
ai4ai/superset#17::requirements/development.txt::paramiko::version_change,ai4ai/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
blue-eagle/devin_take_home_project#19::requirements/base.txt::idna::version_change,blue-eagle/devin_take_home_project,devin,idna,3.16,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
blue-eagle/devin_take_home_project#19::requirements/base.txt::paramiko::version_change,blue-eagle/devin_take_home_project,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
blue-eagle/devin_take_home_project#19::requirements/base.txt::pyjwt::version_change,blue-eagle/devin_take_home_project,devin,pyjwt,2.13.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
blue-eagle/devin_take_home_project#19::requirements/development.txt::idna::version_change,blue-eagle/devin_take_home_project,devin,idna,3.16,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
blue-eagle/devin_take_home_project#19::requirements/development.txt::paramiko::version_change,blue-eagle/devin_take_home_project,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
blue-eagle/devin_take_home_project#19::requirements/development.txt::pyjwt::version_change,blue-eagle/devin_take_home_project,devin,pyjwt,2.13.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
vrnwal/superset#7::requirements/base.txt::cryptography::version_change,vrnwal/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
vrnwal/superset#7::requirements/development.txt::cryptography::version_change,vrnwal/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
vaniachow/superset#108::requirements/base.txt::paramiko::version_change,vaniachow/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
vaniachow/superset#108::requirements/development.txt::paramiko::version_change,vaniachow/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
minatoplanb/superset#10::requirements/base.txt::flask::version_change,minatoplanb/superset,devin,flask,2.3.4,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|S1_existence
minatoplanb/superset#10::requirements/development.txt::flask::version_change,minatoplanb/superset,devin,flask,2.3.4,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|S1_existence
annagibaeva/Superset--Devin#12::requirements/base.txt::cryptography::version_change,annagibaeva/Superset--Devin,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
annagibaeva/Superset--Devin#12::requirements/development.txt::cryptography::version_change,annagibaeva/Superset--Devin,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
leeadh/superset#19::requirements/base.txt::cryptography::version_change,leeadh/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
leeadh/superset#19::requirements/development.txt::cryptography::version_change,leeadh/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
Sahanawit/superset#5::requirements/base.txt::cryptography::version_change,Sahanawit/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
Sahanawit/superset#5::requirements/development.txt::cryptography::version_change,Sahanawit/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
LuaxY/superset#14::requirements/base.txt::cryptography::version_change,LuaxY/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
LuaxY/superset#14::requirements/base.txt::paramiko::version_change,LuaxY/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
LuaxY/superset#14::requirements/development.txt::cryptography::version_change,LuaxY/superset,devin,cryptography,48.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
LuaxY/superset#14::requirements/development.txt::paramiko::version_change,LuaxY/superset,devin,paramiko,5.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence
Samikshapatil2511/schneider-aws-nyc-ass#1::requirements.txt::pyspark::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,pyspark,3.4.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|S1_existence|S1S2_version
Samikshapatil2511/schneider-aws-nyc-ass#1::requirements.txt::pyarrow::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,pyarrow,14.0.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Samikshapatil2511/schneider-aws-nyc-ass#1::requirements.txt::pytest::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,pytest,7.4.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Samikshapatil2511/schneider-aws-nyc-ass#1::requirements.txt::python-dotenv::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,python-dotenv,1.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Samikshapatil2511/schneider-aws-nyc-ass#1::requirements.txt::requests::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,requests,2.31.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Samikshapatil2511/schneider-aws-nyc-ass#1::requirements.txt::black::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,black,23.11.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Samikshapatil2511/schneider-aws-nyc-ass#4::requirements.txt::pyspark::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,pyspark,3.4.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|S1_existence|S1S2_version
Samikshapatil2511/schneider-aws-nyc-ass#4::requirements.txt::pyarrow::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,pyarrow,14.0.2,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Samikshapatil2511/schneider-aws-nyc-ass#4::requirements.txt::pytest::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,pytest,7.4.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Samikshapatil2511/schneider-aws-nyc-ass#4::requirements.txt::python-dotenv::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,python-dotenv,1.0.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Samikshapatil2511/schneider-aws-nyc-ass#4::requirements.txt::requests::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,requests,2.31.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
Samikshapatil2511/schneider-aws-nyc-ass#4::requirements.txt::black::add,Samikshapatil2511/schneider-aws-nyc-ass,devin,black,23.11.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
Xandresx1/Automatizacion-De-Reportes-Python-Flask#2::requirements.txt::pillow::version_change,Xandresx1/Automatizacion-De-Reportes-Python-Flask,devin,Pillow,12.2.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version
COG-GTM/USArmy-ARL-Active-Defense-Framework#3::requirements.txt::ipy::add,COG-GTM/USArmy-ARL-Active-Defense-Framework,devin,IPy,1.1,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
coutcastt/TCGA#1::requirements-lock.txt::aiohttp::add,coutcastt/TCGA,devin,aiohttp,3.11.16,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
coutcastt/TCGA#1::requirements-lock.txt::pillow::add,coutcastt/TCGA,devin,pillow,12.1.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
harryroger798/Test#108::wpvault/requirements.txt::jinja2::add,harryroger798/Test,devin,jinja2,3.1.5,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
harryroger798/Test#108::wpvault/requirements.txt::requests::add,harryroger798/Test,devin,requests,2.32.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
MarcusFunt/Local-AI-API#1::requirements.txt::python-dotenv::add,MarcusFunt/Local-AI-API,aider,python-dotenv,1.0.1,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
MarcusFunt/Local-AI-API#1::requirements.txt::pytest::add,MarcusFunt/Local-AI-API,aider,pytest,8.3.3,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version|S1S2S3_direct_evidence|S1S2S3_plus_license|B3_full_guard
cicero-im/open-webui-2#38::pipelines/requirements-openwebui-pipelines.txt::requests::add,cicero-im/open-webui-2,aider,requests,2.32.4,P2_INVALID_VERSION_SPEC,B0_no_gate|S1_existence
cicero-im/open-webui-2#38::pipelines/requirements-openwebui-pipelines.txt::openai::add,cicero-im/open-webui-2,aider,openai,1.87.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
JasonDoug/Trendit#17::backend/requirements.txt::pyjwt::add,JasonDoug/Trendit,aider,PyJWT,2.9.0,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
JasonDoug/Trendit#17::backend/requirements.txt::python-multipart::add,JasonDoug/Trendit,aider,python-multipart,0.0.9,P3_DIRECT_KNOWN_VULNERABILITY,B0_no_gate|S1_existence|S1S2_version
jag-k/pydantic-settings-export#22::pyproject.toml::text-region-parser::add,jag-k/pydantic-settings-export,aider,text-region-parser,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed
bacalhau-project/andaime#22::requirements.txt::aider-chat::version_change,bacalhau-project/andaime,aider,aider-chat,0.65.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|S1_existence
bacalhau-project/andaime#22::requirements.txt::grep-ast::version_change,bacalhau-project/andaime,aider,grep-ast,0.4.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
bacalhau-project/andaime#22::requirements.txt::litellm::version_change,bacalhau-project/andaime,aider,litellm,1.52.16,P2_INVALID_VERSION_SPEC,B0_no_gate|S1_existence
bacalhau-project/andaime#22::requirements.txt::openai::version_change,bacalhau-project/andaime,aider,openai,1.55.1,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
bacalhau-project/andaime#22::requirements.txt::posthog::add,bacalhau-project/andaime,aider,posthog,3.7.3,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
bacalhau-project/andaime#22::requirements.txt::pydantic::version_change,bacalhau-project/andaime,aider,pydantic,2.10.2,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
unitaryai/osmia#4::examples/plugins/example-jira-python/pyproject.toml::osmia-plugin-sdk::add,unitaryai/osmia,aider,osmia-plugin-sdk,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
bb-connor/arc#669::sdks/python/chio-langgraph/pyproject.toml::chio-adapter-base::add,bb-connor/arc,cursor,chio-adapter-base,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
bb-connor/arc#667::sdks/python/chio-ray/pyproject.toml::chio-adapter-base::add,bb-connor/arc,cursor,chio-adapter-base,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
bb-connor/arc#668::sdks/python/chio-temporal/pyproject.toml::chio-adapter-base::add,bb-connor/arc,cursor,chio-adapter-base,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
bb-connor/arc#666::sdks/python/chio-airflow/pyproject.toml::chio-adapter-base::add,bb-connor/arc,cursor,chio-adapter-base,,P1_NONEXISTENT_PACKAGE,B0_no_gate|B1_scanner_fail_open
trask/semantic-conventions-genai-orig#28::reference/scenarios/anthropic/pyproject.toml::anthropic::version_change,trask/semantic-conventions-genai-orig,codex,anthropic,0.98.1,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/aws-bedrock-agent/pyproject.toml::boto3::version_change,trask/semantic-conventions-genai-orig,codex,boto3,1.43.3,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/aws-bedrock/pyproject.toml::boto3::version_change,trask/semantic-conventions-genai-orig,codex,boto3,1.43.3,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/azure-openai/pyproject.toml::openai::version_change,trask/semantic-conventions-genai-orig,codex,openai,2.34.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/claude-agent-sdk/pyproject.toml::claude-agent-sdk::version_change,trask/semantic-conventions-genai-orig,codex,claude-agent-sdk,0.1.73,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/crewai/pyproject.toml::crewai::version_change,trask/semantic-conventions-genai-orig,codex,crewai,1.14.4,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/deepeval/pyproject.toml::langchain::version_change,trask/semantic-conventions-genai-orig,codex,langchain,1.2.17,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/deepeval/pyproject.toml::openai::version_change,trask/semantic-conventions-genai-orig,codex,openai,2.34.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/google-adk/pyproject.toml::google-adk::version_change,trask/semantic-conventions-genai-orig,codex,google-adk,1.32.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/google-adk/pyproject.toml::google-genai::version_change,trask/semantic-conventions-genai-orig,codex,google-genai,1.75.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/google-genai/pyproject.toml::google-genai::version_change,trask/semantic-conventions-genai-orig,codex,google-genai,1.75.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/instructor/pyproject.toml::openai::version_change,trask/semantic-conventions-genai-orig,codex,openai,2.34.0,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
trask/semantic-conventions-genai-orig#28::reference/scenarios/langchain/pyproject.toml::langchain::version_change,trask/semantic-conventions-genai-orig,codex,langchain,1.2.17,P2_INVALID_VERSION_SPEC,B0_no_gate|B1_scanner_fail_open|B1b_scanner_fail_closed|S1_existence
