change_id,pr_id,repo,pr_url,created_at,tool_evidence,manifest_file,package_name,new_spec,change_type,label_primary,primary_grade,label_confidence,evidence_source,adjudication_result
samstill/company_management_backend#1::requirements.txt::pillow::version_change,samstill/company_management_backend#1,samstill/company_management_backend,https://github.com/samstill/company_management_backend/pull/1,2026-05-29T07:51:41Z,aidev_agent:copilot,requirements.txt,pillow,==12.2.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
DecawDevonn/open-claw#5::requirements.txt::requests::add,DecawDevonn/open-claw#5,DecawDevonn/open-claw,https://github.com/DecawDevonn/open-claw/pull/5,2026-04-01T21:48:58Z,aidev_agent:copilot,requirements.txt,requests,==2.32.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
DecawDevonn/open-claw#5::requirements.txt::aiohttp::add,DecawDevonn/open-claw#5,DecawDevonn/open-claw,https://github.com/DecawDevonn/open-claw/pull/5,2026-04-01T21:48:58Z,aidev_agent:copilot,requirements.txt,aiohttp,==3.13.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muxeres/rag-llama3-multilingual#1::requirements.txt::pypdf::add,muxeres/rag-llama3-multilingual#1,muxeres/rag-llama3-multilingual,https://github.com/muxeres/rag-llama3-multilingual/pull/1,2026-01-23T18:57:32Z,aidev_agent:copilot,requirements.txt,pypdf,==3.17.4,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muxeres/rag-llama3-multilingual#1::requirements.txt::transformers::add,muxeres/rag-llama3-multilingual#1,muxeres/rag-llama3-multilingual,https://github.com/muxeres/rag-llama3-multilingual/pull/1,2026-01-23T18:57:32Z,aidev_agent:copilot,requirements.txt,transformers,==4.48.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muxeres/rag-llama3-multilingual#1::requirements.txt::torch::add,muxeres/rag-llama3-multilingual#1,muxeres/rag-llama3-multilingual,https://github.com/muxeres/rag-llama3-multilingual/pull/1,2026-01-23T18:57:32Z,aidev_agent:copilot,requirements.txt,torch,==2.6.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muxeres/rag-llama3-multilingual#1::requirements.txt::streamlit::add,muxeres/rag-llama3-multilingual#1,muxeres/rag-llama3-multilingual,https://github.com/muxeres/rag-llama3-multilingual/pull/1,2026-01-23T18:57:32Z,aidev_agent:copilot,requirements.txt,streamlit,==1.29.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muxeres/rag-llama3-multilingual#1::requirements.txt::pytest::add,muxeres/rag-llama3-multilingual#1,muxeres/rag-llama3-multilingual,https://github.com/muxeres/rag-llama3-multilingual/pull/1,2026-01-23T18:57:32Z,aidev_agent:copilot,requirements.txt,pytest,==7.4.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
muxeres/rag-llama3-multilingual#1::requirements.txt::black::add,muxeres/rag-llama3-multilingual#1,muxeres/rag-llama3-multilingual,https://github.com/muxeres/rag-llama3-multilingual/pull/1,2026-01-23T18:57:32Z,aidev_agent:copilot,requirements.txt,black,==23.12.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
financecommander/musical-fishstick#1::setup.py::tensorflow-lite::add,financecommander/musical-fishstick#1,financecommander/musical-fishstick,https://github.com/financecommander/musical-fishstick/pull/1,2026-03-03T17:52:52Z,aidev_agent:copilot,setup.py,tensorflow-lite,>=2.14.0,add,P1_NONEXISTENT_PACKAGE,medium_404_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
marctdt/outlookbot#1::requirements.txt::requests::add,marctdt/outlookbot#1,marctdt/outlookbot,https://github.com/marctdt/outlookbot/pull/1,2025-09-12T06:14:41Z,aidev_agent:copilot,requirements.txt,requests,==2.31.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
marctdt/outlookbot#1::requirements.txt::aiohttp::add,marctdt/outlookbot#1,marctdt/outlookbot,https://github.com/marctdt/outlookbot/pull/1,2025-09-12T06:14:41Z,aidev_agent:copilot,requirements.txt,aiohttp,==3.9.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ashbornemethod/AshborneSDK_v1#1::requirements.txt::fastapi::add,ashbornemethod/AshborneSDK_v1#1,ashbornemethod/AshborneSDK_v1,https://github.com/ashbornemethod/AshborneSDK_v1/pull/1,2025-11-20T03:37:05Z,aidev_agent:copilot,requirements.txt,fastapi,==0.104.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ashbornemethod/AshborneSDK_v1#1::requirements.txt::python-multipart::add,ashbornemethod/AshborneSDK_v1#1,ashbornemethod/AshborneSDK_v1,https://github.com/ashbornemethod/AshborneSDK_v1/pull/1,2025-11-20T03:37:05Z,aidev_agent:copilot,requirements.txt,python-multipart,==0.0.6,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
cpmcnamara/coursera#2::requirements.txt::pytest::add,cpmcnamara/coursera#2,cpmcnamara/coursera,https://github.com/cpmcnamara/coursera/pull/2,2026-01-25T13:31:59Z,aidev_agent:copilot,requirements.txt,pytest,==7.4.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Inamulhassan-dev/cybershield-ultimate-soc#1::requirements.txt::scapy::version_change,Inamulhassan-dev/cybershield-ultimate-soc#1,Inamulhassan-dev/cybershield-ultimate-soc,https://github.com/Inamulhassan-dev/cybershield-ultimate-soc/pull/1,2026-04-16T09:59:38Z,aidev_agent:copilot,requirements.txt,scapy,==2.6.1,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Toddni8022/Security-app#2::requirements.txt::flask::add,Toddni8022/Security-app#2,Toddni8022/Security-app,https://github.com/Toddni8022/Security-app/pull/2,2026-03-02T01:29:12Z,aidev_agent:copilot,requirements.txt,flask,==3.1.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Toddni8022/Security-app#2::requirements.txt::pytest::add,Toddni8022/Security-app#2,Toddni8022/Security-app,https://github.com/Toddni8022/Security-app/pull/2,2026-03-02T01:29:12Z,aidev_agent:copilot,requirements.txt,pytest,==8.3.5,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
anushritadey05/fake-news-detection#1::requirements.txt::flask::add,anushritadey05/fake-news-detection#1,anushritadey05/fake-news-detection,https://github.com/anushritadey05/fake-news-detection/pull/1,2026-04-03T17:05:39Z,aidev_agent:copilot,requirements.txt,flask,==2.3.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
anushritadey05/fake-news-detection#1::requirements.txt::scikit-learn::add,anushritadey05/fake-news-detection#1,anushritadey05/fake-news-detection,https://github.com/anushritadey05/fake-news-detection/pull/1,2026-04-03T17:05:39Z,aidev_agent:copilot,requirements.txt,scikit-learn,==1.3.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
anushritadey05/fake-news-detection#1::requirements.txt::nltk::add,anushritadey05/fake-news-detection#1,anushritadey05/fake-news-detection,https://github.com/anushritadey05/fake-news-detection/pull/1,2026-04-03T17:05:39Z,aidev_agent:copilot,requirements.txt,nltk,==3.8.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
anushritadey05/fake-news-detection#1::requirements.txt::werkzeug::add,anushritadey05/fake-news-detection#1,anushritadey05/fake-news-detection,https://github.com/anushritadey05/fake-news-detection/pull/1,2026-04-03T17:05:39Z,aidev_agent:copilot,requirements.txt,Werkzeug,==2.3.7,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
anushritadey05/fake-news-detection#1::requirements.txt::pytest::add,anushritadey05/fake-news-detection#1,anushritadey05/fake-news-detection,https://github.com/anushritadey05/fake-news-detection/pull/1,2026-04-03T17:05:39Z,aidev_agent:copilot,requirements.txt,pytest,==7.4.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Stacey77/rag7#58::requirements.txt::geometry-msgs::add,Stacey77/rag7#58,Stacey77/rag7,https://github.com/Stacey77/rag7/pull/58,2026-02-20T01:55:26Z,aidev_agent:copilot,requirements.txt,geometry_msgs,,add,P1_NONEXISTENT_PACKAGE,medium_404_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Stacey77/rag7#58::requirements.txt::sensor-msgs::add,Stacey77/rag7#58,Stacey77/rag7,https://github.com/Stacey77/rag7/pull/58,2026-02-20T01:55:26Z,aidev_agent:copilot,requirements.txt,sensor_msgs,,add,P1_NONEXISTENT_PACKAGE,medium_404_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Stacey77/rag7#58::requirements.txt::nav-msgs::add,Stacey77/rag7#58,Stacey77/rag7,https://github.com/Stacey77/rag7/pull/58,2026-02-20T01:55:26Z,aidev_agent:copilot,requirements.txt,nav_msgs,,add,P1_NONEXISTENT_PACKAGE,medium_404_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Stacey77/rag7#58::requirements.txt::action-msgs::add,Stacey77/rag7#58,Stacey77/rag7,https://github.com/Stacey77/rag7/pull/58,2026-02-20T01:55:26Z,aidev_agent:copilot,requirements.txt,action_msgs,,add,P1_NONEXISTENT_PACKAGE,medium_404_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2::pyproject.toml::torch::add,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2,https://github.com/Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2/pull/2,2025-12-31T06:03:54Z,aidev_agent:copilot,pyproject.toml,torch,==2.1.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2::requirements.txt::torch::add,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2,https://github.com/Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2/pull/2,2025-12-31T06:03:54Z,aidev_agent:copilot,requirements.txt,torch,==2.1.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2::requirements.txt::google-colab::add,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2,https://github.com/Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2/pull/2,2025-12-31T06:03:54Z,aidev_agent:copilot,requirements.txt,google-colab,,add,P1_NONEXISTENT_PACKAGE,medium_404_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2::setup.py::torch::add,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2#2,Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2,https://github.com/Yaakovyitzchak1231/AI-Voice-Clone-with-Coqui-XTTS-v2/pull/2,2025-12-31T06:03:54Z,aidev_agent:copilot,setup.py,torch,==2.1.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ranjith-gampa/dragoncrawl#2::requirements-dev.txt::black::add,ranjith-gampa/dragoncrawl#2,ranjith-gampa/dragoncrawl,https://github.com/ranjith-gampa/dragoncrawl/pull/2,2025-08-03T00:18:54Z,aidev_agent:copilot,requirements-dev.txt,black,==23.11.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ranjith-gampa/dragoncrawl#2::requirements-dev.txt::safety::add,ranjith-gampa/dragoncrawl#2,ranjith-gampa/dragoncrawl,https://github.com/ranjith-gampa/dragoncrawl/pull/2,2025-08-03T00:18:54Z,aidev_agent:copilot,requirements-dev.txt,safety,==2.4.0,add,P2_INVALID_VERSION_SPEC,strong_absent_now,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ranjith-gampa/dragoncrawl#2::requirements-dev.txt::notebook::add,ranjith-gampa/dragoncrawl#2,ranjith-gampa/dragoncrawl,https://github.com/ranjith-gampa/dragoncrawl/pull/2,2025-08-03T00:18:54Z,aidev_agent:copilot,requirements-dev.txt,notebook,==7.0.6,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ranjith-gampa/dragoncrawl#2::requirements.txt::torch::add,ranjith-gampa/dragoncrawl#2,ranjith-gampa/dragoncrawl,https://github.com/ranjith-gampa/dragoncrawl/pull/2,2025-08-03T00:18:54Z,aidev_agent:copilot,requirements.txt,torch,==2.1.2,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ranjith-gampa/dragoncrawl#2::requirements.txt::transformers::add,ranjith-gampa/dragoncrawl#2,ranjith-gampa/dragoncrawl,https://github.com/ranjith-gampa/dragoncrawl/pull/2,2025-08-03T00:18:54Z,aidev_agent:copilot,requirements.txt,transformers,==4.36.2,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ranjith-gampa/dragoncrawl#2::requirements.txt::fastapi::add,ranjith-gampa/dragoncrawl#2,ranjith-gampa/dragoncrawl,https://github.com/ranjith-gampa/dragoncrawl/pull/2,2025-08-03T00:18:54Z,aidev_agent:copilot,requirements.txt,fastapi,==0.104.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ranjith-gampa/dragoncrawl#2::requirements.txt::pillow::add,ranjith-gampa/dragoncrawl#2,ranjith-gampa/dragoncrawl,https://github.com/ranjith-gampa/dragoncrawl/pull/2,2025-08-03T00:18:54Z,aidev_agent:copilot,requirements.txt,pillow,==10.1.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
devwithadi/AliceJobSeeker#2::requirements.txt::pypdf2::add,devwithadi/AliceJobSeeker#2,devwithadi/AliceJobSeeker,https://github.com/devwithadi/AliceJobSeeker/pull/2,2025-11-22T19:36:31Z,aidev_agent:copilot,requirements.txt,PyPDF2,==3.0.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
kadraman/codefence#5::examples/deps/python/pyproject-app/pyproject.toml::urllib3::add,kadraman/codefence#5,kadraman/codefence,https://github.com/kadraman/codefence/pull/5,2026-05-30T07:44:22Z,aidev_agent:copilot,examples/deps/python/pyproject-app/pyproject.toml,urllib3,==1.26.4,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
kadraman/codefence#5::examples/deps/python/requirements-app/requirements-dev.txt::pytest::add,kadraman/codefence#5,kadraman/codefence,https://github.com/kadraman/codefence/pull/5,2026-05-30T07:44:22Z,aidev_agent:copilot,examples/deps/python/requirements-app/requirements-dev.txt,pytest,==7.4.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
kadraman/codefence#5::examples/deps/python/requirements-app/requirements.txt::django::add,kadraman/codefence#5,kadraman/codefence,https://github.com/kadraman/codefence/pull/5,2026-05-30T07:44:22Z,aidev_agent:copilot,examples/deps/python/requirements-app/requirements.txt,django,==2.2.24,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
kadraman/codefence#5::examples/deps/python/uv-app/pyproject.toml::urllib3::add,kadraman/codefence#5,kadraman/codefence,https://github.com/kadraman/codefence/pull/5,2026-05-30T07:44:22Z,aidev_agent:copilot,examples/deps/python/uv-app/pyproject.toml,urllib3,==1.26.4,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
mrx88/k8s-python-flask-api#7::requirements.txt::werkzeug::version_change,mrx88/k8s-python-flask-api#7,mrx88/k8s-python-flask-api,https://github.com/mrx88/k8s-python-flask-api/pull/7,2025-08-22T08:20:44Z,aidev_agent:copilot,requirements.txt,Werkzeug,==2.3.7,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
mrx88/k8s-python-flask-api#7::requirements.txt::jinja2::version_change,mrx88/k8s-python-flask-api#7,mrx88/k8s-python-flask-api,https://github.com/mrx88/k8s-python-flask-api/pull/7,2025-08-22T08:20:44Z,aidev_agent:copilot,requirements.txt,Jinja2,==3.1.2,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
wichmann/evreg#2::requirements.txt::requests::add,wichmann/evreg#2,wichmann/evreg,https://github.com/wichmann/evreg/pull/2,2025-11-17T10:52:06Z,aidev_agent:copilot,requirements.txt,requests,==2.32.3,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
wichmann/evreg#2::requirements.txt::urllib3::add,wichmann/evreg#2,wichmann/evreg,https://github.com/wichmann/evreg/pull/2,2025-11-17T10:52:06Z,aidev_agent:copilot,requirements.txt,urllib3,==2.3.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
aio-it/mmchatgpt#99::requirements.txt::brotli::version_change,aio-it/mmchatgpt#99,aio-it/mmchatgpt,https://github.com/aio-it/mmchatgpt/pull/99,2026-04-13T07:22:03Z,aidev_agent:copilot,requirements.txt,brotli,==1.2.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
aio-it/mmchatgpt#99::requirements.txt::pillow::version_change,aio-it/mmchatgpt#99,aio-it/mmchatgpt,https://github.com/aio-it/mmchatgpt/pull/99,2026-04-13T07:22:03Z,aidev_agent:copilot,requirements.txt,pillow,==12.2.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
aio-it/mmchatgpt#92::requirements.txt::pillow::version_change,aio-it/mmchatgpt#92,aio-it/mmchatgpt,https://github.com/aio-it/mmchatgpt/pull/92,2026-04-13T06:54:45Z,aidev_agent:copilot,requirements.txt,pillow,==12.1.1,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),P3_DIRECT_KNOWN_VULNERABILITY
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::aiohttp::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,https://github.com/Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-/pull/236,2025-11-23T20:02:51Z,aidev_agent:copilot,requirements.txt,aiohttp,==3.9.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::cryptography::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,https://github.com/Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-/pull/236,2025-11-23T20:02:51Z,aidev_agent:copilot,requirements.txt,cryptography,==41.0.7,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::pyjwt::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,https://github.com/Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-/pull/236,2025-11-23T20:02:51Z,aidev_agent:copilot,requirements.txt,PyJWT,==2.8.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::requests::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,https://github.com/Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-/pull/236,2025-11-23T20:02:51Z,aidev_agent:copilot,requirements.txt,requests,==2.31.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::qdrant-client::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,https://github.com/Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-/pull/236,2025-11-23T20:02:51Z,aidev_agent:copilot,requirements.txt,qdrant-client,==1.7.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236::requirements.txt::black::add,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-#236,Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-,https://github.com/Strategickhaos/Sovereignty-Architecture-Elevator-Pitch-/pull/236,2025-11-23T20:02:51Z,aidev_agent:copilot,requirements.txt,black,==23.12.1,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
ibrohim2911/LMS#1::requirements.txt::pillow::add,ibrohim2911/LMS#1,ibrohim2911/LMS,https://github.com/ibrohim2911/LMS/pull/1,2026-04-01T17:45:28Z,aidev_agent:copilot,requirements.txt,pillow,==11.3.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
dvir001/Simple-Contacts#4::pyproject.toml::requests::version_change,dvir001/Simple-Contacts#4,dvir001/Simple-Contacts,https://github.com/dvir001/Simple-Contacts/pull/4,2026-04-06T11:12:48Z,aidev_agent:copilot,pyproject.toml,requests,==2.31.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
dvir001/Simple-Contacts#4::pyproject.toml::cryptography::add,dvir001/Simple-Contacts#4,dvir001/Simple-Contacts,https://github.com/dvir001/Simple-Contacts/pull/4,2026-04-06T11:12:48Z,aidev_agent:copilot,pyproject.toml,cryptography,==41.0.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
dvir001/Simple-Contacts#4::requirements.txt::requests::version_change,dvir001/Simple-Contacts#4,dvir001/Simple-Contacts,https://github.com/dvir001/Simple-Contacts/pull/4,2026-04-06T11:12:48Z,aidev_agent:copilot,requirements.txt,requests,==2.31.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
dvir001/Simple-Contacts#4::requirements.txt::cryptography::add,dvir001/Simple-Contacts#4,dvir001/Simple-Contacts,https://github.com/dvir001/Simple-Contacts/pull/4,2026-04-06T11:12:48Z,aidev_agent:copilot,requirements.txt,cryptography,==41.0.0,add,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Jibby-Games/Game-Server-Manager#18::requirements.txt::h11::version_change,Jibby-Games/Game-Server-Manager#18,Jibby-Games/Game-Server-Manager,https://github.com/Jibby-Games/Game-Server-Manager/pull/18,2025-10-17T23:31:39Z,aidev_agent:copilot,requirements.txt,h11,==0.14.0,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Jibby-Games/Game-Server-Manager#18::requirements.txt::requests::version_change,Jibby-Games/Game-Server-Manager#18,Jibby-Games/Game-Server-Manager,https://github.com/Jibby-Games/Game-Server-Manager/pull/18,2025-10-17T23:31:39Z,aidev_agent:copilot,requirements.txt,requests,==2.32.3,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
Jibby-Games/Game-Server-Manager#18::requirements.txt::starlette::version_change,Jibby-Games/Game-Server-Manager#18,Jibby-Games/Game-Server-Manager,https://github.com/Jibby-Games/Game-Server-Manager/pull/18,2025-10-17T23:31:39Z,aidev_agent:copilot,requirements.txt,starlette,==0.41.3,version_change,P3_DIRECT_KNOWN_VULNERABILITY,advisory_published_before_pr,high,dual_independent(labeler_A=evidence; labeler_B=live_pypi_osv),
